Stock Name,Symbol,Sector,Industry,Market Cap(Rs. Cr.),Source_File
Ravileela Granites Ltd.,RALEGRA,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,61.35,sectors\constructionmaterials.csv
Bheema Cements Ltd.,BHEEMACEM,Construction Materials,Cement & Construction Materials,52.67,sectors\constructionmaterials.csv
Elegant Marbles & Grani Industries Ltd.,ELEMARB,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,50.96,sectors\constructionmaterials.csv
Divyashakti Ltd.,DIVSHKT,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,50.37,sectors\constructionmaterials.csv
Ganga Bath Fittings Ltd.,GANGABATH,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,49.86,sectors\constructionmaterials.csv
Priti International Ltd.,PRITI,Construction Materials,Wood & Wood Products,47.79,sectors\constructionmaterials.csv
Aro Granite Industries Ltd.,AROGRANITE,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,39.14,sectors\constructionmaterials.csv
Archidply Decor Ltd.,ADL,Construction Materials,Wood & Wood Products,38.71,sectors\constructionmaterials.csv
Oriental Trimex Ltd.,ORIENTALTL,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,38.15,sectors\constructionmaterials.csv
Alfa Ica (India) Ltd.,ALFAICA,Construction Materials,Laminates/Decoratives,35.31,sectors\constructionmaterials.csv
Srichakra Cement Ltd.,SRICC,Construction Materials,Cement & Construction Materials,34.12,sectors\constructionmaterials.csv
Jai Mata Glass Ltd.,JAIMATAG,Construction Materials,Glass,33.1,sectors\constructionmaterials.csv
Keerthi Industries Ltd.,KEERTHI,Construction Materials,Cement & Construction Materials,32.44,sectors\constructionmaterials.csv
Madhav Marbles And Granites Ltd.,MADHAV,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,32.12,sectors\constructionmaterials.csv
Burnpur Cement Ltd.,BURNPUR,Construction Materials,Cement & Construction Materials,31.56,sectors\constructionmaterials.csv
Neelkanth Rockminerals Ltd.,NEELKAN,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,29.91,sectors\constructionmaterials.csv
Lexus Granito (India) Ltd.,LEXUS,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,28.21,sectors\constructionmaterials.csv
Pratik Panels Ltd.,PRATIK,Construction Materials,Wood & Wood Products,25.37,sectors\constructionmaterials.csv
Deco-Mica Ltd.,DECOMIC,Construction Materials,Laminates/Decoratives,24.57,sectors\constructionmaterials.csv
Inani Marbles & Industries Ltd.,INANI,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,16.55,sectors\constructionmaterials.csv
Shiva Granito Export Ltd.,SHIVAEXPO,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,15.52,sectors\constructionmaterials.csv
Solid Stone Company Ltd.,SOLIDSTON,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,13.45,sectors\constructionmaterials.csv
Suncare Traders Ltd.,SCTL,Construction Materials,Laminates/Decoratives,11.47,sectors\constructionmaterials.csv
Mayur Floorings Ltd.,MAYURFL,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,8.95,sectors\constructionmaterials.csv
Triveni Glass Ltd.,TRIVENIGQ,Construction Materials,Glass,8.52,sectors\constructionmaterials.csv
RCC Cements Ltd.,RCCEMEN,Construction Materials,Cement & Construction Materials,8.37,sectors\constructionmaterials.csv
Milestone Global Ltd.,MILESTONE,Construction Materials,Cement & Construction Materials,8.28,sectors\constructionmaterials.csv
National Plywood Industries Ltd.,NATPLY,Construction Materials,Wood & Wood Products,6.9,sectors\constructionmaterials.csv
Jain Marmo Industries Ltd.,JAINMARMO,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,6.89,sectors\constructionmaterials.csv
Bloom Dekor Ltd.,BLOOM,Construction Materials,Wood & Wood Products,4.56,sectors\constructionmaterials.csv
Ambition Mica Ltd.,AMBITION,Construction Materials,Laminates/Decoratives,4.42,sectors\constructionmaterials.csv
Vaishno Cement Company Ltd.,VAICC,Construction Materials,Cement & Construction Materials,2.43,sectors\constructionmaterials.csv
LG Electronics India Ltd.,LGEINDIA,Consumer Durables,Consumer Durables - Electronics,117556.59,sectors\consumerdurables.csv
Dixon Technologies (India) Ltd.,DIXON,Consumer Durables,Consumer Durables - Electronics,86448.86,sectors\consumerdurables.csv
Voltas Ltd.,VOLTAS,Consumer Durables,Air Conditioners,43842.23,sectors\consumerdurables.csv
Honeywell Automation India Ltd.,HONAUT,Consumer Durables,Consumer Durables - Electronics,32915.75,sectors\consumerdurables.csv
Blue Star Ltd.,BLUESTARCO,Consumer Durables,Air Conditioners,30978.95,sectors\consumerdurables.csv
Netweb Technologies India Ltd.,NETWEB,Consumer Durables,IT - Hardware,28503.08,sectors\consumerdurables.csv
Amber Enterprises India Ltd.,AMBER,Consumer Durables,Air Conditioners,25470.38,sectors\consumerdurables.csv
PG Electroplast Ltd.,PGEL,Consumer Durables,Consumer Durables - Domestic Appliances,17234.1,sectors\consumerdurables.csv
Crompton Greaves Consumer Electricals Ltd.,CROMPTON,Consumer Durables,Consumer Durables - Domestic Appliances,15840.31,sectors\consumerdurables.csv
Whirlpool Of India Ltd.,WHIRLPOOL,Consumer Durables,Consumer Durables - Domestic Appliances,9884.58,sectors\consumerdurables.csv
Eureka Forbes Ltd.,EUREKAFORB,Consumer Durables,Consumer Durables - Domestic Appliances,8578.16,sectors\consumerdurables.csv
TTK Prestige Ltd.,TTKPRESTIG,Consumer Durables,Consumer Durables - Domestic Appliances,8168.68,sectors\consumerdurables.csv
IFB Industries Ltd.,IFBIND,Consumer Durables,Consumer Durables - Electronics,5612.66,sectors\consumerdurables.csv
Timex Group India Ltd.,TIMEX,Consumer Durables,Watches & Accessories,5296.85,sectors\consumerdurables.csv
KDDL Ltd.,KDDL,Consumer Durables,Watches & Accessories,4831.9,sectors\consumerdurables.csv
Bosch Home Comfort India Ltd.,BOSCH-HCIL,Consumer Durables,Air Conditioners,4506.89,sectors\consumerdurables.csv
Hawkins Cookers Ltd.,HAWKINCOOK,Consumer Durables,Consumer Durables - Domestic Appliances,4416.2,sectors\consumerdurables.csv
Bajaj Electricals Ltd.,BAJAJELEC,Consumer Durables,Consumer Durables - Domestic Appliances,4184.14,sectors\consumerdurables.csv
Orient Electric Ltd.,ORIENTELEC,Consumer Durables,Consumer Durables - Domestic Appliances,4001.68,sectors\consumerdurables.csv
Borosil Ltd.,BOROLTD,Consumer Durables,Consumer Durables - Domestic Appliances,2851.57,sectors\consumerdurables.csv
Schneider Electric President Systems Ltd.,SELECTRIC,Consumer Durables,IT - Hardware,2576.27,sectors\consumerdurables.csv
Stove Kraft Ltd.,STOVEKRAFT,Consumer Durables,Consumer Durables - Domestic Appliances,2486.69,sectors\consumerdurables.csv
Nelco Ltd.,NELCO,Consumer Durables,IT - Hardware,2342.19,sectors\consumerdurables.csv
EPACK Durable Ltd.,EPACK,Consumer Durables,Air Conditioners,2074.2,sectors\consumerdurables.csv
Wonder Electricals Ltd.,WEL,Consumer Durables,Consumer Durables - Electronics,1941.78,sectors\consumerdurables.csv
Ivalue Infosolutions Ltd.,IVALUE,Consumer Durables,IT - Hardware,1528.72,sectors\consumerdurables.csv
Onida Electronics Ltd.,ONIDA,Consumer Durables,Consumer Durables - Electronics,1325.87,sectors\consumerdurables.csv
Butterfly Gandhimathi Appliances Ltd.,BUTTERFLY,Consumer Durables,Consumer Durables - Domestic Appliances,1214.83,sectors\consumerdurables.csv
Safe Enterprises Retail Fixtures Ltd.,SAFEENTP,Consumer Durables,Consumer Durables - Domestic Appliances,1113.38,sectors\consumerdurables.csv
Control Print Ltd.,CONTROLPR,Consumer Durables,IT - Hardware,932.62,sectors\consumerdurables.csv
TVS Electronics Ltd.,TVSELECT,Consumer Durables,IT - Hardware,844.11,sectors\consumerdurables.csv
Panache Digilife Ltd.,PANACHE,Consumer Durables,IT - Hardware,840.33,sectors\consumerdurables.csv
Unified Data- Tech Solutions Ltd.,UNIFIED,Consumer Durables,IT - Hardware,755.39,sectors\consumerdurables.csv
Foce India Ltd.,FOCE,Consumer Durables,Watches & Accessories,657.61,sectors\consumerdurables.csv
DC Infotech and Communication Ltd.,DCI,Consumer Durables,IT - Hardware,595.81,sectors\consumerdurables.csv
Singer India Ltd.,SINGERIND,Consumer Durables,Consumer Durables - Domestic Appliances,518.97,sectors\consumerdurables.csv
Elin Electronics Ltd.,ELIN,Consumer Durables,Consumer Durables - Electronics,504.3,sectors\consumerdurables.csv
Arham Technologies Ltd.,ARHAM,Consumer Durables,Consumer Durables - Electronics,413.34,sectors\consumerdurables.csv
HCL Infosystems Ltd.,HCL-INSYS,Consumer Durables,IT - Hardware,372.99,sectors\consumerdurables.csv
Sharp India Ltd.,SHARP,Consumer Durables,Consumer Durables - Electronics,312.5,sectors\consumerdurables.csv
Purple Wave Infocom Ltd.,PURPLEWAVE,Consumer Durables,Consumer Durables - Electronics,275.67,sectors\consumerdurables.csv
Empower India Ltd.,EMPOWER,Consumer Durables,IT - Hardware,243.23,sectors\consumerdurables.csv
Sonam Ltd.,SONAMLTD,Consumer Durables,Watches & Accessories,221.7,sectors\consumerdurables.csv
Umiya Buildcon Ltd.,UMIYA-MRO,Consumer Durables,IT - Hardware,166.46,sectors\consumerdurables.csv
Inflame Appliances Ltd.,INFLAME,Consumer Durables,Consumer Durables - Domestic Appliances,158.81,sectors\consumerdurables.csv
Greenchef Appliances Ltd.,GREENCHEF,Consumer Durables,Consumer Durables - Domestic Appliances,110.89,sectors\consumerdurables.csv
Calcom Vision Ltd.,CALCOM,Consumer Durables,Consumer Durables - Electronics,106.04,sectors\consumerdurables.csv
Accel Ltd.,ACCEL,Consumer Durables,IT - Hardware,72.55,sectors\consumerdurables.csv
Khaitan (India) Ltd.,KHAITANLTD,Consumer Durables,Consumer Durables - Electronics,66.5,sectors\consumerdurables.csv
Mangal Compusolution Ltd.,MANGALCOMP,Consumer Durables,IT - Hardware,58.51,sectors\consumerdurables.csv
PCS Technology Ltd.,PCS,Consumer Durables,IT - Hardware,40.33,sectors\consumerdurables.csv
Comrade Appliances Ltd.,COMRADE,Consumer Durables,Consumer Durables - Domestic Appliances,33.06,sectors\consumerdurables.csv
ECS Biztech Ltd.,ECS,Consumer Durables,IT - Hardware,27.13,sectors\consumerdurables.csv
Gorani Industries Ltd.,GORANIN,Consumer Durables,Consumer Durables - Domestic Appliances,25.47,sectors\consumerdurables.csv
ACI Infocom Ltd.,ACIIN,Consumer Durables,IT - Hardware,22.65,sectors\consumerdurables.csv
Thakral Services (India) Ltd.,THAKRAL,Consumer Durables,Consumer Durables - Electronics,13.89,sectors\consumerdurables.csv
Catvision Ltd.,CATVISION,Consumer Durables,Consumer Durables - Electronics,10.88,sectors\consumerdurables.csv
Universal Office Automation Ltd.,UNIOFFICE,Consumer Durables,IT - Hardware,10.26,sectors\consumerdurables.csv
Compuage Infocom Ltd.,COMPINFO,Consumer Durables,IT - Hardware,9.43,sectors\consumerdurables.csv
International Data Management Ltd.,IDM,Consumer Durables,IT - Hardware,8.27,sectors\consumerdurables.csv
VXL Instruments Ltd.,VXLINSTR,Consumer Durables,IT - Hardware,5.1,sectors\consumerdurables.csv
Mirc Electronics Ltd. - (Rights Entitlements (REs)),MIRC-RE,Consumer Durables,Consumer Durables - Electronics,0.0,sectors\consumerdurables.csv
Reliance Industries Ltd.,RELIANCE,Crude Oil,Refineries,1770056.06,sectors\crudeoil.csv
Oil & Natural Gas Corporation Ltd.,ONGC,Crude Oil,Oil Exploration,297397.8,sectors\crudeoil.csv
Indian Oil Corporation Ltd.,IOC,Crude Oil,Refineries,196850.06,sectors\crudeoil.csv
Bharat Petroleum Corporation Ltd.,BPCL,Crude Oil,Refineries,138072.94,sectors\crudeoil.csv
Hindustan Petroleum Corporation Ltd.,HINDPETRO,Crude Oil,Refineries,79367.78,sectors\crudeoil.csv
Oil India Ltd.,OIL,Crude Oil,Oil Exploration,76434.3,sectors\crudeoil.csv
Mangalore Refinery And Petrochemicals Ltd.,MRPL,Crude Oil,Refineries,29890.57,sectors\crudeoil.csv
Chennai Petroleum Corporation Ltd.,CHENNPETRO,Crude Oil,Refineries,19691.3,sectors\crudeoil.csv
Supreme Petrochem Ltd.,SPLPETRO,Crude Oil,Petrochemicals,13660.26,sectors\crudeoil.csv
Rain Industries Ltd.,RAIN,Crude Oil,Petrochemicals,7031.31,sectors\crudeoil.csv
Deep Industries Ltd.,DEEPINDS,Crude Oil,Oil Exploration,4280.96,sectors\crudeoil.csv
Antelopus Selan Energy Ltd.,ANTELOPUS,Crude Oil,Oil Exploration,2758.14,sectors\crudeoil.csv
Dolphin Offshore Enterprises (India) Ltd.,DOLPHIN,Crude Oil,Oil Exploration,2023.63,sectors\crudeoil.csv
Hindustan Oil Exploration Company Ltd.,HINDOILEXP,Crude Oil,Oil Exploration,2010.76,sectors\crudeoil.csv
Asian Energy Services Ltd.,ASIANENE,Crude Oil,Oil Exploration,1818.92,sectors\crudeoil.csv
Gujarat Natural Resources Ltd.,GNRL,Crude Oil,Oil Exploration,1709.06,sectors\crudeoil.csv
Jindal Drilling & Industries Ltd.,JINDRILL,Crude Oil,Oil Exploration,1702.93,sectors\crudeoil.csv
Tamilnadu Petroproducts Ltd.,TNPETRO,Crude Oil,Petrochemicals,998.5,sectors\crudeoil.csv
Kothari Petrochemicals Ltd.,KOTHARIPET,Crude Oil,Petrochemicals,846.92,sectors\crudeoil.csv
Agarwal Industrial Corporation Ltd.,AGARIND,Crude Oil,Petrochemicals,722.98,sectors\crudeoil.csv
Neptune Petrochemicals Ltd.,NEPTUNE,Crude Oil,Petrochemicals,401.65,sectors\crudeoil.csv
Multibase India Ltd.,MULTIBASE,Crude Oil,Petrochemicals,244.39,sectors\crudeoil.csv
Aban Offshore Ltd.,ABAN,Crude Oil,Oil Exploration,106.63,sectors\crudeoil.csv
Aakash Exploration Services Ltd.,AAKASH,Crude Oil,Oil Exploration,89.0,sectors\crudeoil.csv
Continental Petroleums Ltd.,CONTPTR,Crude Oil,Refineries,71.03,sectors\crudeoil.csv
Nexxus Petro Industries Ltd.,NEXXUS,Crude Oil,Petrochemicals,56.99,sectors\crudeoil.csv
Greenhitech Ventures Ltd.,GVL,Crude Oil,Petrochemicals,51.96,sectors\crudeoil.csv
Duke Offshore Ltd.,DUKEOFS,Crude Oil,Oil Exploration,45.89,sectors\crudeoil.csv
SVC Industries Ltd.,SVCIND,Crude Oil,Petrochemicals,38.82,sectors\crudeoil.csv
Gujarat Natural Resources Ltd. - (Rights Entitlements (REs)),GNRL-RE,Crude Oil,Oil Exploration,0.0,sectors\crudeoil.csv
Titan Company Ltd.,TITAN,Diamond & Jewellery,Diamond  &  Jewellery,450906.59,sectors\diamondjewellery.csv
Kalyan Jewellers India Ltd.,KALYANKJIL,Diamond & Jewellery,Diamond  &  Jewellery,62817.08,sectors\diamondjewellery.csv
Thangamayil Jewellery Ltd.,THANGAMAYL,Diamond & Jewellery,Diamond  &  Jewellery,16872.1,sectors\diamondjewellery.csv
Bluestone Jewellery And Lifestyle Ltd.,BLUESTONE,Diamond & Jewellery,Diamond  &  Jewellery,12918.02,sectors\diamondjewellery.csv
Sky Gold and Diamonds Ltd.,SKYGOLD,Diamond & Jewellery,Diamond  &  Jewellery,11972.53,sectors\diamondjewellery.csv
PC Jeweller Ltd.,PCJEWELLER,Diamond & Jewellery,Diamond  &  Jewellery,9410.81,sectors\diamondjewellery.csv
PN Gadgil Jewellers Ltd.,PNGJL,Diamond & Jewellery,Diamond  &  Jewellery,8983.77,sectors\diamondjewellery.csv
Senco Gold Ltd.,SENCO,Diamond & Jewellery,Diamond  &  Jewellery,5598.86,sectors\diamondjewellery.csv
Goldiam International Ltd.,GOLDIAM,Diamond & Jewellery,Diamond  &  Jewellery,5490.07,sectors\diamondjewellery.csv
Vaibhav Global Ltd.,VAIBHAVGBL,Diamond & Jewellery,Diamond  &  Jewellery,3819.17,sectors\diamondjewellery.csv
D.P. Abhushan Ltd.,DPABHUSHAN,Diamond & Jewellery,Diamond  &  Jewellery,3259.37,sectors\diamondjewellery.csv
Rajesh Exports Ltd.,RAJESHEXPO,Diamond & Jewellery,Diamond  &  Jewellery,2406.66,sectors\diamondjewellery.csv
Shringar House of Mangalsutra Ltd.,SHRINGARMS,Diamond & Jewellery,Diamond  &  Jewellery,2157.19,sectors\diamondjewellery.csv
Khazanchi Jewellers Ltd.,KHAZANCHI,Diamond & Jewellery,Diamond  &  Jewellery,1961.07,sectors\diamondjewellery.csv
Motisons Jewellers Ltd.,MOTISONS,Diamond & Jewellery,Diamond  &  Jewellery,1907.6,sectors\diamondjewellery.csv
Shanti Gold International Ltd.,SHANTIGOLD,Diamond & Jewellery,Diamond  &  Jewellery,1899.3,sectors\diamondjewellery.csv
Tribhovandas Bhimji Zaveri Ltd.,TBZ,Diamond & Jewellery,Diamond  &  Jewellery,1676.94,sectors\diamondjewellery.csv
Renaissance Global Ltd.,RGL,Diamond & Jewellery,Diamond  &  Jewellery,1326.35,sectors\diamondjewellery.csv
Utssav CZ Gold Jewels Ltd.,UTSSAV,Diamond & Jewellery,Diamond  &  Jewellery,1267.9,sectors\diamondjewellery.csv
Asian Star Company Ltd.,ASTAR,Diamond & Jewellery,Diamond  &  Jewellery,961.21,sectors\diamondjewellery.csv
Radhika Jeweltech Ltd.,RADHIKAJWE,Diamond & Jewellery,Diamond  &  Jewellery,817.86,sectors\diamondjewellery.csv
Advit Jewels Ltd.,RAMBHAJO,Diamond & Jewellery,Diamond  &  Jewellery,814.04,sectors\diamondjewellery.csv
SJ Corporation Ltd.,SJCORP,Diamond & Jewellery,Diamond  &  Jewellery,776.49,sectors\diamondjewellery.csv
RBZ Jewellers Ltd.,RBZJEWEL,Diamond & Jewellery,Diamond  &  Jewellery,566.6,sectors\diamondjewellery.csv
Uday Jewellery Industries Ltd.,UDAYJEW,Diamond & Jewellery,Diamond  &  Jewellery,480.15,sectors\diamondjewellery.csv
Grover Jewells Ltd.,GJL,Diamond & Jewellery,Diamond  &  Jewellery,332.72,sectors\diamondjewellery.csv
Pushpa Jewellers Ltd.,PUSHPA,Diamond & Jewellery,Diamond  &  Jewellery,278.56,sectors\diamondjewellery.csv
SILGO Retail Ltd.,SILGO,Diamond & Jewellery,Diamond  &  Jewellery,223.2,sectors\diamondjewellery.csv
Golkunda Diamonds & Jewellery Ltd.,GOLKUNDIA,Diamond & Jewellery,Diamond  &  Jewellery,200.08,sectors\diamondjewellery.csv
SMR Jewels Ltd.,SMR,Diamond & Jewellery,Diamond  &  Jewellery,162.34,sectors\diamondjewellery.csv
Goldkart Jewels Ltd.,GOLDKART,Diamond & Jewellery,Diamond  &  Jewellery,159.46,sectors\diamondjewellery.csv
Ashapuri Gold Ornament Ltd.,AGOL,Diamond & Jewellery,Diamond  &  Jewellery,132.99,sectors\diamondjewellery.csv
Yaashvi Jewellers Ltd.,YAASHVI,Diamond & Jewellery,Diamond  &  Jewellery,132.78,sectors\diamondjewellery.csv
Patdiam Jewellery Ltd.,PJL,Diamond & Jewellery,Diamond  &  Jewellery,131.67,sectors\diamondjewellery.csv
Mini Diamonds (India) Ltd.,MINID,Diamond & Jewellery,Diamond  &  Jewellery,120.67,sectors\diamondjewellery.csv
Retaggio Industries Ltd.,RETAGGIO,Diamond & Jewellery,Diamond  &  Jewellery,100.39,sectors\diamondjewellery.csv
AJC Jewel Manufacturers Ltd.,AJCJEWEL,Diamond & Jewellery,Diamond  &  Jewellery,93.91,sectors\diamondjewellery.csv
Moksh Ornaments Ltd.,MOKSH,Diamond & Jewellery,Diamond  &  Jewellery,92.93,sectors\diamondjewellery.csv
Dev Labtech Venture Ltd.,DEVLAB,Diamond & Jewellery,Diamond  &  Jewellery,90.44,sectors\diamondjewellery.csv
Swarnsarita Jewels India Ltd.,SWARNSAR,Diamond & Jewellery,Diamond  &  Jewellery,69.69,sectors\diamondjewellery.csv
Royal India Corporation Ltd.,ROYALIND,Diamond & Jewellery,Diamond  &  Jewellery,64.06,sectors\diamondjewellery.csv
Zodiac-JRD-MKJ Ltd.,ZODJRDMKJ,Diamond & Jewellery,Diamond  &  Jewellery,40.94,sectors\diamondjewellery.csv
Eighty Jewellers Ltd.,EIGHTY,Diamond & Jewellery,Diamond  &  Jewellery,38.66,sectors\diamondjewellery.csv
Kanani Industries Ltd.,KANANIIND,Diamond & Jewellery,Diamond  &  Jewellery,28.49,sectors\diamondjewellery.csv
Deep Health AI India Ltd.,DEEPAI,Diamond & Jewellery,Diamond  &  Jewellery,28.4,sectors\diamondjewellery.csv
Goenka Diamond and Jewels Ltd.,GOENKA,Diamond & Jewellery,Diamond  &  Jewellery,26.63,sectors\diamondjewellery.csv
Orosil Smiths India Ltd.,OROSMITHS,Diamond & Jewellery,Diamond  &  Jewellery,26.48,sectors\diamondjewellery.csv
Kenvi Jewels Ltd.,KENVI,Diamond & Jewellery,Diamond  &  Jewellery,24.52,sectors\diamondjewellery.csv
Koura Fine Diamond Jewelry Ltd.,KOURA,Diamond & Jewellery,Diamond  &  Jewellery,24.45,sectors\diamondjewellery.csv
Shubhlaxmi Jewel Art Ltd.,SHUBHLAXMI,Diamond & Jewellery,Diamond  &  Jewellery,20.2,sectors\diamondjewellery.csv
Sovereign Diamonds Ltd.,SOVERDIA,Diamond & Jewellery,Diamond  &  Jewellery,15.36,sectors\diamondjewellery.csv
Varyaa Creations Ltd.,VARYAA,Diamond & Jewellery,Diamond  &  Jewellery,13.41,sectors\diamondjewellery.csv
Shukra Bullions Ltd.,SKRABUL,Diamond & Jewellery,Diamond  &  Jewellery,12.56,sectors\diamondjewellery.csv
Kenrik Industries Ltd.,KENRIK,Diamond & Jewellery,Diamond  &  Jewellery,8.8,sectors\diamondjewellery.csv
Neogem India Ltd.,NOGMIND,Diamond & Jewellery,Diamond  &  Jewellery,3.2,sectors\diamondjewellery.csv
Turner Industries Ltd.,LADIAMO,Diamond & Jewellery,Diamond  &  Jewellery,0.28,sectors\diamondjewellery.csv
Moksh Ornaments Ltd. - (Rights Entitlement),MOKSH-RE,Diamond & Jewellery,Diamond  &  Jewellery,0.0,sectors\diamondjewellery.csv
Nibe Ordnance And Maritime Ltd. - (Rights Entitlements (REs)),NIBOR-RE,Diamond & Jewellery,Diamond  &  Jewellery,0.0,sectors\diamondjewellery.csv
Zodiac-Jrd-Mkj Ltd. - (Rights Entitlements (REs)),ZODJRD-RE,Diamond & Jewellery,Diamond  &  Jewellery,0.0,sectors\diamondjewellery.csv
Deep Diamond India Ltd. - (Rights Entitlements (REs)),DEEP-RE,Diamond & Jewellery,Diamond  &  Jewellery,0.0,sectors\diamondjewellery.csv
